Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.725,0.0,0.0,,,,,,
1288971843.7259998,,,,,,0.9804003,-4.992399,1.44859633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971843.965,0.0,0.0,,,,,,
1288971843.9659998,,,,,,0.9803852,-4.9924607,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.203,0.0,0.0,,,,,,
1288971844.204,,,,,,0.9804099,-4.9924124,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.443,0.0,0.0,,,,,,
1288971844.444,,,,,,0.980431,-4.9924789,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.685,0.0,0.0,,,,,,
1288971844.6859999,,,,,,0.980417,-4.9924346,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971844.925,0.0,0.0,,,,,,
1288971844.9259999,,,,,,0.9804427,-4.9925286,1.44839633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.165,0.0,0.0,,,,,,
1288971845.166,,,,,,0.9803932,-4.9923607,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.407,0.0,0.0,,,,,,
1288971845.408,,,,,,0.9803927,-4.9925008,1.44859633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.647,0.0,0.0,,,,,,
1288971845.648,,,,,,0.9804159,-4.9924571,1.44859633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.792,,,2.0,2.136,-0.077,,,
1288971845.887,0.0,0.0,,,,,,
1288971845.888,,,,,,0.9803984,-4.9924211,1.44849633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.792,,,2.0,2.136,-0.077,,,
1288971846.026,,,2.0,2.139,-0.077,,,
1288971846.026,,,13.0,5.521,-0.274,,,
1288971846.127,0.0,0.0,,,,,,
1288971846.128,,,,,,0.9804104,-4.992436,1.44859633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.792,,,2.0,2.136,-0.077,,,
1288971846.026,,,2.0,2.139,-0.077,,,
1288971846.026,,,13.0,5.521,-0.274,,,
1288971846.258,,,2.0,2.138,-0.077,,,
1288971846.258,,,13.0,5.521,-0.275,,,
1288971846.367,0.0,0.0,,,,,,
1288971846.368,,,,,,0.9804068,-4.9924303,1.44879633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.792,,,2.0,2.136,-0.077,,,
1288971846.026,,,2.0,2.139,-0.077,,,
1288971846.026,,,13.0,5.521,-0.274,,,
1288971846.258,,,2.0,2.138,-0.077,,,
1288971846.258,,,13.0,5.521,-0.275,,,
1288971846.493,,,7.0,2.674,-0.194,,,
1288971846.493,,,2.0,2.136,-0.077,,,
1288971846.607,0.0,0.0,,,,,,
1288971846.608,,,,,,0.9803617,-4.9925045,1.44879633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
1288971845.559,,,2.0,2.137,-0.077,,,
1288971845.792,,,2.0,2.136,-0.077,,,
1288971846.026,,,2.0,2.139,-0.077,,,
1288971846.026,,,13.0,5.521,-0.274,,,
1288971846.258,,,2.0,2.138,-0.077,,,
1288971846.258,,,13.0,5.521,-0.275,,,
1288971846.493,,,7.0,2.674,-0.194,,,
1288971846.493,,,2.0,2.136,-0.077,,,
1288971846.759,,,2.0,2.137,-0.077,,,
1288971846.759,,,13.0,5.521,-0.274,,,
1288971846.847,0.0,0.0,,,,,,
1288971846.8479998,,,,,,0.9803923,-4.9924582,1.44879633
1288971842.218,,,2.0,2.137,-0.077,,,
1288971842.218,,,13.0,5.521,-0.274,,,
1288971842.455,,,2.0,2.138,-0.077,,,
1288971842.455,,,7.0,2.674,-0.194,,,
1288971842.697,,,2.0,2.138,-0.077,,,
1288971842.697,,,13.0,5.521,-0.276,,,
1288971842.937,,,7.0,2.674,-0.194,,,
1288971842.937,,,13.0,5.521,-0.274,,,
1288971842.937,,,12.0,5.632,-0.471,,,
1288971842.937,,,2.0,2.138,-0.077,,,
1288971843.175,,,2.0,2.138,-0.077,,,
1288971843.175,,,13.0,5.521,-0.274,,,
1288971843.414,,,2.0,2.138,-0.077,,,
1288971843.414,,,7.0,2.674,-0.194,,,
1288971843.664,,,7.0,2.673,-0.194,,,
1288971843.664,,,2.0,2.136,-0.077,,,
1288971843.664,,,13.0,5.521,-0.274,,,
1288971843.664,,,12.0,5.632,-0.471,,,
1288971843.909,,,13.0,5.521,-0.274,,,
1288971843.91,,,2.0,2.139,-0.077,,,
1288971844.144,,,13.0,5.521,-0.275,,,
1288971844.144,,,2.0,2.136,-0.077,,,
1288971844.378,,,2.0,2.136,-0.077,,,
1288971844.378,,,13.0,5.521,-0.274,,,
1288971844.614,,,13.0,5.521,-0.276,,,
1288971844.614,,,2.0,2.138,-0.077,,,
1288971844.852,,,13.0,5.521,-0.274,,,
1288971844.852,,,2.0,2.136,-0.077,,,
1288971845.087,,,2.0,2.138,-0.077,,,
1288971845.087,,,13.0,5.521,-0.275,,,
1288971845.328,,,13.0,5.521,-0.275,,,
1288971845.328,,,2.0,2.136,-0.077,,,
1288971845.559,,,13.0,5.521,-0.274,,,
